sequence_id,active_region,t_obs_end,frame_0,frame_1,frame_2,frame_3,target_window_start,target_window_end,binary_target_MX_24_48h,multiclass_target,log10_peak_flux
SEQ_AR-11430_201203130145,AR-11430,2012-03-13T01:45:00+00:00,C:\Users\aarus\Desktop\solar-flare-warning-system\data\full_resolution_real\suit_AR-11430_T000_20120312135500.fits,C:\Users\aarus\Desktop\solar-flare-warning-system\data\full_resolution_real\suit_AR-11430_T001_20120312205500.fits,C:\Users\aarus\Desktop\solar-flare-warning-system\data\full_resolution_real\suit_AR-11430_T002_20120313002500.fits,C:\Users\aarus\Desktop\solar-flare-warning-system\data\full_resolution_real\suit_AR-11430_T003_20120313014500.fits,2012-03-14T01:45:00+00:00,2012-03-15T01:45:00+00:00,0,0,-8.0
SEQ_AR-11434_201203162029,AR-11434,2012-03-16T20:29:01+00:00,C:\Users\aarus\Desktop\solar-flare-warning-system\data\full_resolution_real\suit_AR-11434_T000_20120316083901.fits,C:\Users\aarus\Desktop\solar-flare-warning-system\data\full_resolution_real\suit_AR-11434_T001_20120316153901.fits,C:\Users\aarus\Desktop\solar-flare-warning-system\data\full_resolution_real\suit_AR-11434_T002_20120316190901.fits,C:\Users\aarus\Desktop\solar-flare-warning-system\data\full_resolution_real\suit_AR-11434_T003_20120316202901.fits,2012-03-17T20:29:01+00:00,2012-03-18T20:29:01+00:00,1,2,-4.8155
SEQ_AR-11436_201203182349,AR-11436,2012-03-18T23:49:59+00:00,C:\Users\aarus\Desktop\solar-flare-warning-system\data\full_resolution_real\suit_AR-11436_T000_20120318115959.fits,C:\Users\aarus\Desktop\solar-flare-warning-system\data\full_resolution_real\suit_AR-11436_T001_20120318185959.fits,C:\Users\aarus\Desktop\solar-flare-warning-system\data\full_resolution_real\suit_AR-11436_T002_20120318222959.fits,C:\Users\aarus\Desktop\solar-flare-warning-system\data\full_resolution_real\suit_AR-11436_T003_20120318234959.fits,2012-03-19T23:49:59+00:00,2012-03-20T23:49:59+00:00,0,0,-8.0
SEQ_AR-11445_201203292207,AR-11445,2012-03-29T22:07:08+00:00,C:\Users\aarus\Desktop\solar-flare-warning-system\data\full_resolution_real\suit_AR-11445_T000_20120329101708.fits,C:\Users\aarus\Desktop\solar-flare-warning-system\data\full_resolution_real\suit_AR-11445_T001_20120329171708.fits,C:\Users\aarus\Desktop\solar-flare-warning-system\data\full_resolution_real\suit_AR-11445_T002_20120329204708.fits,C:\Users\aarus\Desktop\solar-flare-warning-system\data\full_resolution_real\suit_AR-11445_T003_20120329220708.fits,2012-03-30T22:07:08+00:00,2012-03-31T22:07:08+00:00,0,0,-8.0
SEQ_AR-11453_201204031150,AR-11453,2012-04-03T11:50:00+00:00,C:\Users\aarus\Desktop\solar-flare-warning-system\data\full_resolution_real\suit_AR-11453_T000_20120403000000.fits,C:\Users\aarus\Desktop\solar-flare-warning-system\data\full_resolution_real\suit_AR-11453_T001_20120403070000.fits,C:\Users\aarus\Desktop\solar-flare-warning-system\data\full_resolution_real\suit_AR-11453_T002_20120403103000.fits,C:\Users\aarus\Desktop\solar-flare-warning-system\data\full_resolution_real\suit_AR-11453_T003_20120403115000.fits,2012-04-04T11:50:00+00:00,2012-04-05T11:50:00+00:00,0,0,-8.0
SEQ_AR-11458_201204160057,AR-11458,2012-04-16T00:57:59+00:00,C:\Users\aarus\Desktop\solar-flare-warning-system\data\full_resolution_real\suit_AR-11458_T000_20120415130759.fits,C:\Users\aarus\Desktop\solar-flare-warning-system\data\full_resolution_real\suit_AR-11458_T001_20120415200759.fits,C:\Users\aarus\Desktop\solar-flare-warning-system\data\full_resolution_real\suit_AR-11458_T002_20120415233759.fits,C:\Users\aarus\Desktop\solar-flare-warning-system\data\full_resolution_real\suit_AR-11458_T003_20120416005759.fits,2012-04-17T00:57:59+00:00,2012-04-18T00:57:59+00:00,0,0,-6.2392
SEQ_AR-11459_201204171804,AR-11459,2012-04-17T18:04:17+00:00,C:\Users\aarus\Desktop\solar-flare-warning-system\data\full_resolution_real\suit_AR-11459_T000_20120417061417.fits,C:\Users\aarus\Desktop\solar-flare-warning-system\data\full_resolution_real\suit_AR-11459_T001_20120417131417.fits,C:\Users\aarus\Desktop\solar-flare-warning-system\data\full_resolution_real\suit_AR-11459_T002_20120417164417.fits,C:\Users\aarus\Desktop\solar-flare-warning-system\data\full_resolution_real\suit_AR-11459_T003_20120417180417.fits,2012-04-18T18:04:17+00:00,2012-04-19T18:04:17+00:00,0,0,-6.0843
SEQ_AR-11460_201204240847,AR-11460,2012-04-24T08:47:01+00:00,C:\Users\aarus\Desktop\solar-flare-warning-system\data\full_resolution_real\suit_AR-11460_T000_20120423205701.fits,C:\Users\aarus\Desktop\solar-flare-warning-system\data\full_resolution_real\suit_AR-11460_T001_20120424035701.fits,C:\Users\aarus\Desktop\solar-flare-warning-system\data\full_resolution_real\suit_AR-11460_T002_20120424072701.fits,C:\Users\aarus\Desktop\solar-flare-warning-system\data\full_resolution_real\suit_AR-11460_T003_20120424084701.fits,2012-04-25T08:47:01+00:00,2012-04-26T08:47:01+00:00,0,1,-5.9517
SEQ_AR-11461_201204212350,AR-11461,2012-04-21T23:50:00+00:00,C:\Users\aarus\Desktop\solar-flare-warning-system\data\full_resolution_real\suit_AR-11461_T000_20120421115000.fits,C:\Users\aarus\Desktop\solar-flare-warning-system\data\full_resolution_real\suit_AR-11461_T001_20120421190000.fits,C:\Users\aarus\Desktop\solar-flare-warning-system\data\full_resolution_real\suit_AR-11461_T002_20120421223000.fits,C:\Users\aarus\Desktop\solar-flare-warning-system\data\full_resolution_real\suit_AR-11461_T003_20120421235000.fits,2012-04-22T23:50:00+00:00,2012-04-23T23:50:00+00:00,0,1,-5.9338
SEQ_AR-11464_201204202350,AR-11464,2012-04-20T23:50:00+00:00,C:\Users\aarus\Desktop\solar-flare-warning-system\data\full_resolution_real\suit_AR-11464_T000_20120420115000.fits,C:\Users\aarus\Desktop\solar-flare-warning-system\data\full_resolution_real\suit_AR-11464_T001_20120420190000.fits,C:\Users\aarus\Desktop\solar-flare-warning-system\data\full_resolution_real\suit_AR-11464_T002_20120420223000.fits,C:\Users\aarus\Desktop\solar-flare-warning-system\data\full_resolution_real\suit_AR-11464_T003_20120420235000.fits,2012-04-21T23:50:00+00:00,2012-04-22T23:50:00+00:00,0,0,-8.0
SEQ_AR-11465_201204211744,AR-11465,2012-04-21T17:44:01+00:00,C:\Users\aarus\Desktop\solar-flare-warning-system\data\full_resolution_real\suit_AR-11465_T000_20120421055401.fits,C:\Users\aarus\Desktop\solar-flare-warning-system\data\full_resolution_real\suit_AR-11465_T001_20120421125401.fits,C:\Users\aarus\Desktop\solar-flare-warning-system\data\full_resolution_real\suit_AR-11465_T002_20120421162401.fits,C:\Users\aarus\Desktop\solar-flare-warning-system\data\full_resolution_real\suit_AR-11465_T003_20120421174401.fits,2012-04-22T17:44:01+00:00,2012-04-23T17:44:01+00:00,0,1,-5.699
SEQ_AR-11465_201204271752,AR-11465,2012-04-27T17:52:01+00:00,C:\Users\aarus\Desktop\solar-flare-warning-system\data\full_resolution_real\suit_AR-11465_T001_20120421125401.fits,C:\Users\aarus\Desktop\solar-flare-warning-system\data\full_resolution_real\suit_AR-11465_T002_20120421162401.fits,C:\Users\aarus\Desktop\solar-flare-warning-system\data\full_resolution_real\suit_AR-11465_T003_20120421174401.fits,C:\Users\aarus\Desktop\solar-flare-warning-system\data\full_resolution_real\suit_AR-11465_T000_20120427175201.fits,2012-04-28T17:52:01+00:00,2012-04-29T17:52:01+00:00,0,1,-5.9563
SEQ_AR-11465_201204280052,AR-11465,2012-04-28T00:52:01+00:00,C:\Users\aarus\Desktop\solar-flare-warning-system\data\full_resolution_real\suit_AR-11465_T002_20120421162401.fits,C:\Users\aarus\Desktop\solar-flare-warning-system\data\full_resolution_real\suit_AR-11465_T003_20120421174401.fits,C:\Users\aarus\Desktop\solar-flare-warning-system\data\full_resolution_real\suit_AR-11465_T000_20120427175201.fits,C:\Users\aarus\Desktop\solar-flare-warning-system\data\full_resolution_real\suit_AR-11465_T001_20120428005201.fits,2012-04-29T00:52:01+00:00,2012-04-30T00:52:01+00:00,0,1,-5.9563
SEQ_AR-11465_201204280422,AR-11465,2012-04-28T04:22:01+00:00,C:\Users\aarus\Desktop\solar-flare-warning-system\data\full_resolution_real\suit_AR-11465_T003_20120421174401.fits,C:\Users\aarus\Desktop\solar-flare-warning-system\data\full_resolution_real\suit_AR-11465_T000_20120427175201.fits,C:\Users\aarus\Desktop\solar-flare-warning-system\data\full_resolution_real\suit_AR-11465_T001_20120428005201.fits,C:\Users\aarus\Desktop\solar-flare-warning-system\data\full_resolution_real\suit_AR-11465_T002_20120428042201.fits,2012-04-29T04:22:01+00:00,2012-04-30T04:22:01+00:00,0,1,-5.9563
SEQ_AR-11465_201204280542,AR-11465,2012-04-28T05:42:01+00:00,C:\Users\aarus\Desktop\solar-flare-warning-system\data\full_resolution_real\suit_AR-11465_T000_20120427175201.fits,C:\Users\aarus\Desktop\solar-flare-warning-system\data\full_resolution_real\suit_AR-11465_T001_20120428005201.fits,C:\Users\aarus\Desktop\solar-flare-warning-system\data\full_resolution_real\suit_AR-11465_T002_20120428042201.fits,C:\Users\aarus\Desktop\solar-flare-warning-system\data\full_resolution_real\suit_AR-11465_T003_20120428054201.fits,2012-04-29T05:42:01+00:00,2012-04-30T05:42:01+00:00,0,1,-5.9563
SEQ_AR-11469_201205030444,AR-11469,2012-05-03T04:44:01+00:00,C:\Users\aarus\Desktop\solar-flare-warning-system\data\full_resolution_real\suit_AR-11469_T000_20120502165401.fits,C:\Users\aarus\Desktop\solar-flare-warning-system\data\full_resolution_real\suit_AR-11469_T001_20120502235401.fits,C:\Users\aarus\Desktop\solar-flare-warning-system\data\full_resolution_real\suit_AR-11469_T002_20120503032401.fits,C:\Users\aarus\Desktop\solar-flare-warning-system\data\full_resolution_real\suit_AR-11469_T003_20120503044401.fits,2012-05-04T04:44:01+00:00,2012-05-05T04:44:01+00:00,0,1,-5.8155
SEQ_AR-11472_201205021203,AR-11472,2012-05-02T12:03:00+00:00,C:\Users\aarus\Desktop\solar-flare-warning-system\data\full_resolution_real\suit_AR-11472_T000_20120502001300.fits,C:\Users\aarus\Desktop\solar-flare-warning-system\data\full_resolution_real\suit_AR-11472_T001_20120502071300.fits,C:\Users\aarus\Desktop\solar-flare-warning-system\data\full_resolution_real\suit_AR-11472_T002_20120502104300.fits,C:\Users\aarus\Desktop\solar-flare-warning-system\data\full_resolution_real\suit_AR-11472_T003_20120502120300.fits,2012-05-03T12:03:00+00:00,2012-05-04T12:03:00+00:00,0,0,-8.0
SEQ_AR-11476_201205141608,AR-11476,2012-05-14T16:08:57+00:00,C:\Users\aarus\Desktop\solar-flare-warning-system\data\full_resolution_real\suit_AR-11476_T000_20120514041857.fits,C:\Users\aarus\Desktop\solar-flare-warning-system\data\full_resolution_real\suit_AR-11476_T001_20120514111857.fits,C:\Users\aarus\Desktop\solar-flare-warning-system\data\full_resolution_real\suit_AR-11476_T002_20120514144857.fits,C:\Users\aarus\Desktop\solar-flare-warning-system\data\full_resolution_real\suit_AR-11476_T003_20120514160857.fits,2012-05-15T16:08:57+00:00,2012-05-16T16:08:57+00:00,0,1,-5.699
SEQ_AR-11479_201205141140,AR-11479,2012-05-14T11:40:32+00:00,C:\Users\aarus\Desktop\solar-flare-warning-system\data\full_resolution_real\suit_AR-11479_T000_20120513235032.fits,C:\Users\aarus\Desktop\solar-flare-warning-system\data\full_resolution_real\suit_AR-11479_T001_20120514065032.fits,C:\Users\aarus\Desktop\solar-flare-warning-system\data\full_resolution_real\suit_AR-11479_T002_20120514102032.fits,C:\Users\aarus\Desktop\solar-flare-warning-system\data\full_resolution_real\suit_AR-11479_T003_20120514114032.fits,2012-05-15T11:40:32+00:00,2012-05-16T11:40:32+00:00,0,0,-8.0
SEQ_AR-11481_201205141150,AR-11481,2012-05-14T11:50:00+00:00,C:\Users\aarus\Desktop\solar-flare-warning-system\data\full_resolution_real\suit_AR-11481_T000_20120514000000.fits,C:\Users\aarus\Desktop\solar-flare-warning-system\data\full_resolution_real\suit_AR-11481_T001_20120514070000.fits,C:\Users\aarus\Desktop\solar-flare-warning-system\data\full_resolution_real\suit_AR-11481_T002_20120514103000.fits,C:\Users\aarus\Desktop\solar-flare-warning-system\data\full_resolution_real\suit_AR-11481_T003_20120514115000.fits,2012-05-15T11:50:00+00:00,2012-05-16T11:50:00+00:00,0,0,-8.0
SEQ_AR-11486_201205251150,AR-11486,2012-05-25T11:50:00+00:00,C:\Users\aarus\Desktop\solar-flare-warning-system\data\full_resolution_real\suit_AR-11486_T000_20120525000000.fits,C:\Users\aarus\Desktop\solar-flare-warning-system\data\full_resolution_real\suit_AR-11486_T001_20120525070000.fits,C:\Users\aarus\Desktop\solar-flare-warning-system\data\full_resolution_real\suit_AR-11486_T002_20120525103000.fits,C:\Users\aarus\Desktop\solar-flare-warning-system\data\full_resolution_real\suit_AR-11486_T003_20120525115000.fits,2012-05-26T11:50:00+00:00,2012-05-27T11:50:00+00:00,0,0,-8.0
SEQ_AR-11492_201205280445,AR-11492,2012-05-28T04:45:01+00:00,C:\Users\aarus\Desktop\solar-flare-warning-system\data\full_resolution_real\suit_AR-11492_T000_20120527165501.fits,C:\Users\aarus\Desktop\solar-flare-warning-system\data\full_resolution_real\suit_AR-11492_T001_20120527235501.fits,C:\Users\aarus\Desktop\solar-flare-warning-system\data\full_resolution_real\suit_AR-11492_T002_20120528032501.fits,C:\Users\aarus\Desktop\solar-flare-warning-system\data\full_resolution_real\suit_AR-11492_T003_20120528044501.fits,2012-05-29T04:45:01+00:00,2012-05-30T04:45:01+00:00,0,0,-6.3854
SEQ_AR-11492_201206040605,AR-11492,2012-06-04T06:05:00+00:00,C:\Users\aarus\Desktop\solar-flare-warning-system\data\full_resolution_real\suit_AR-11492_T001_20120527235501.fits,C:\Users\aarus\Desktop\solar-flare-warning-system\data\full_resolution_real\suit_AR-11492_T002_20120528032501.fits,C:\Users\aarus\Desktop\solar-flare-warning-system\data\full_resolution_real\suit_AR-11492_T003_20120528044501.fits,C:\Users\aarus\Desktop\solar-flare-warning-system\data\full_resolution_real\suit_AR-11492_T000_20120604060500.fits,2012-06-05T06:05:00+00:00,2012-06-06T06:05:00+00:00,0,0,-8.0
SEQ_AR-11492_201206041305,AR-11492,2012-06-04T13:05:00+00:00,C:\Users\aarus\Desktop\solar-flare-warning-system\data\full_resolution_real\suit_AR-11492_T002_20120528032501.fits,C:\Users\aarus\Desktop\solar-flare-warning-system\data\full_resolution_real\suit_AR-11492_T003_20120528044501.fits,C:\Users\aarus\Desktop\solar-flare-warning-system\data\full_resolution_real\suit_AR-11492_T000_20120604060500.fits,C:\Users\aarus\Desktop\solar-flare-warning-system\data\full_resolution_real\suit_AR-11492_T001_20120604130500.fits,2012-06-05T13:05:00+00:00,2012-06-06T13:05:00+00:00,0,0,-8.0
SEQ_AR-11492_201206041635,AR-11492,2012-06-04T16:35:00+00:00,C:\Users\aarus\Desktop\solar-flare-warning-system\data\full_resolution_real\suit_AR-11492_T003_20120528044501.fits,C:\Users\aarus\Desktop\solar-flare-warning-system\data\full_resolution_real\suit_AR-11492_T000_20120604060500.fits,C:\Users\aarus\Desktop\solar-flare-warning-system\data\full_resolution_real\suit_AR-11492_T001_20120604130500.fits,C:\Users\aarus\Desktop\solar-flare-warning-system\data\full_resolution_real\suit_AR-11492_T002_20120604163500.fits,2012-06-05T16:35:00+00:00,2012-06-06T16:35:00+00:00,0,0,-8.0
SEQ_AR-11492_201206041755,AR-11492,2012-06-04T17:55:00+00:00,C:\Users\aarus\Desktop\solar-flare-warning-system\data\full_resolution_real\suit_AR-11492_T000_20120604060500.fits,C:\Users\aarus\Desktop\solar-flare-warning-system\data\full_resolution_real\suit_AR-11492_T001_20120604130500.fits,C:\Users\aarus\Desktop\solar-flare-warning-system\data\full_resolution_real\suit_AR-11492_T002_20120604163500.fits,C:\Users\aarus\Desktop\solar-flare-warning-system\data\full_resolution_real\suit_AR-11492_T003_20120604175500.fits,2012-06-05T17:55:00+00:00,2012-06-06T17:55:00+00:00,0,0,-8.0
SEQ_AR-11494_201206040745,AR-11494,2012-06-04T07:45:01+00:00,C:\Users\aarus\Desktop\solar-flare-warning-system\data\full_resolution_real\suit_AR-11494_T000_20120603195501.fits,C:\Users\aarus\Desktop\solar-flare-warning-system\data\full_resolution_real\suit_AR-11494_T001_20120604025501.fits,C:\Users\aarus\Desktop\solar-flare-warning-system\data\full_resolution_real\suit_AR-11494_T002_20120604062501.fits,C:\Users\aarus\Desktop\solar-flare-warning-system\data\full_resolution_real\suit_AR-11494_T003_20120604074501.fits,2012-06-05T07:45:01+00:00,2012-06-06T07:45:01+00:00,0,1,-5.888
SEQ_AR-11494_201206120647,AR-11494,2012-06-12T06:47:00+00:00,C:\Users\aarus\Desktop\solar-flare-warning-system\data\full_resolution_real\suit_AR-11494_T001_20120604025501.fits,C:\Users\aarus\Desktop\solar-flare-warning-system\data\full_resolution_real\suit_AR-11494_T002_20120604062501.fits,C:\Users\aarus\Desktop\solar-flare-warning-system\data\full_resolution_real\suit_AR-11494_T003_20120604074501.fits,C:\Users\aarus\Desktop\solar-flare-warning-system\data\full_resolution_real\suit_AR-11494_T000_20120612064700.fits,2012-06-13T06:47:00+00:00,2012-06-14T06:47:00+00:00,0,0,-8.0
SEQ_AR-11494_201206121347,AR-11494,2012-06-12T13:47:00+00:00,C:\Users\aarus\Desktop\solar-flare-warning-system\data\full_resolution_real\suit_AR-11494_T002_20120604062501.fits,C:\Users\aarus\Desktop\solar-flare-warning-system\data\full_resolution_real\suit_AR-11494_T003_20120604074501.fits,C:\Users\aarus\Desktop\solar-flare-warning-system\data\full_resolution_real\suit_AR-11494_T000_20120612064700.fits,C:\Users\aarus\Desktop\solar-flare-warning-system\data\full_resolution_real\suit_AR-11494_T001_20120612134700.fits,2012-06-13T13:47:00+00:00,2012-06-14T13:47:00+00:00,0,0,-8.0
SEQ_AR-11494_201206121717,AR-11494,2012-06-12T17:17:00+00:00,C:\Users\aarus\Desktop\solar-flare-warning-system\data\full_resolution_real\suit_AR-11494_T003_20120604074501.fits,C:\Users\aarus\Desktop\solar-flare-warning-system\data\full_resolution_real\suit_AR-11494_T000_20120612064700.fits,C:\Users\aarus\Desktop\solar-flare-warning-system\data\full_resolution_real\suit_AR-11494_T001_20120612134700.fits,C:\Users\aarus\Desktop\solar-flare-warning-system\data\full_resolution_real\suit_AR-11494_T002_20120612171700.fits,2012-06-13T17:17:00+00:00,2012-06-14T17:17:00+00:00,0,0,-8.0
SEQ_AR-11494_201206121837,AR-11494,2012-06-12T18:37:00+00:00,C:\Users\aarus\Desktop\solar-flare-warning-system\data\full_resolution_real\suit_AR-11494_T000_20120612064700.fits,C:\Users\aarus\Desktop\solar-flare-warning-system\data\full_resolution_real\suit_AR-11494_T001_20120612134700.fits,C:\Users\aarus\Desktop\solar-flare-warning-system\data\full_resolution_real\suit_AR-11494_T002_20120612171700.fits,C:\Users\aarus\Desktop\solar-flare-warning-system\data\full_resolution_real\suit_AR-11494_T003_20120612183700.fits,2012-06-13T18:37:00+00:00,2012-06-14T18:37:00+00:00,0,0,-8.0
SEQ_AR-11497_201206021150,AR-11497,2012-06-02T11:50:00+00:00,C:\Users\aarus\Desktop\solar-flare-warning-system\data\full_resolution_real\suit_AR-11497_T000_20120602000000.fits,C:\Users\aarus\Desktop\solar-flare-warning-system\data\full_resolution_real\suit_AR-11497_T001_20120602070000.fits,C:\Users\aarus\Desktop\solar-flare-warning-system\data\full_resolution_real\suit_AR-11497_T002_20120602103000.fits,C:\Users\aarus\Desktop\solar-flare-warning-system\data\full_resolution_real\suit_AR-11497_T003_20120602115000.fits,2012-06-03T11:50:00+00:00,2012-06-04T11:50:00+00:00,0,0,-8.0
SEQ_AR-11498_201206060005,AR-11498,2012-06-06T00:05:01+00:00,C:\Users\aarus\Desktop\solar-flare-warning-system\data\full_resolution_real\suit_AR-11498_T000_20120605121501.fits,C:\Users\aarus\Desktop\solar-flare-warning-system\data\full_resolution_real\suit_AR-11498_T001_20120605191501.fits,C:\Users\aarus\Desktop\solar-flare-warning-system\data\full_resolution_real\suit_AR-11498_T002_20120605224501.fits,C:\Users\aarus\Desktop\solar-flare-warning-system\data\full_resolution_real\suit_AR-11498_T003_20120606000501.fits,2012-06-07T00:05:01+00:00,2012-06-08T00:05:01+00:00,0,1,-5.7253
